stature,weightkg,SizeShirt,SizePants
165,72,M/L,L/XL
165,83,XL/XXL,XXL/XXXL
157,46,XXS,XXS
157,80,L/XL,XL/XXL
165,95,XL/XXL,XXL/XXXL
171,58,XS/S,S/M
151,70,S/M,M/L
170,101,XL/XXL,XXL/XXXL
162,64,XS/S,S/M
151,72,M/L,L/XL
158,66,S/M,M/L
164,58,XXS/XS,XXS/XS
159,52,XXS,XXS
161,62,XS/S,S/M
167,89,XL/XXL,XXL/XXXL
160,83,XL/XXL,XXL/XXXL
164,91,XL/XXL,XXL/XXXL
160,67,S/M,M/L
162,53,XXS/XS,XXS/XS
158,71,M/L,L/XL
157,52,XXS,XXS
160,72,M/L,L/XL
165,58,XXS/XS,XXS/XS
163,73,M/L,L/XL
163,62,XS/S,S/M
161,69,S/M,M/L
158,62,XS/S,S/M
166,66,S/M,M/L
154,54,XXS,XXS
168,64,XS/S,S/M
167,62,XS/S,S/M
164,64,XS/S,S/M
163,73,M/L,L/XL
178,82,XL/XXL,XXL/XXXL
150,70,S/M,M/L
156,69,S/M,M/L
155,75,M/L,L/XL
157,64,XS/S,S/M
162,66,S/M,M/L
174,83,XL/XXL,XXL/XXXL
157,63,XS/S,S/M
174,74,M/L,L/XL
156,58,XXS/XS,XXS/XS
162,64,XS/S,S/M
164,70,S/M,M/L
166,76,L/XL,XL/XXL
166,68,S/M,M/L
172,69,S/M,M/L
167,86,XL/XXL,XXL/XXXL
166,65,XS/S,S/M
154,80,L/XL,XL/XXL
156,67,S/M,M/L
158,51,XXS,XXS
149,52,XXS,XXS
164,91,XL/XXL,XXL/XXXL
165,91,XL/XXL,XXL/XXXL
168,75,M/L,L/XL
156,71,M/L,L/XL
165,73,M/L,L/XL
167,76,L/XL,XL/XXL
162,69,S/M,M/L
166,60,XXS/XS,XXS/XS
163,59,XXS/XS,XXS/XS
166,74,M/L,L/XL
155,80,L/XL,XL/XXL
167,93,XL/XXL,XXL/XXXL
153,56,XXS/XS,XXS/XS
163,62,XS/S,S/M
167,73,M/L,L/XL
178,80,L/XL,XL/XXL
155,62,XS/S,S/M
167,77,L/XL,XL/XXL
159,63,XS/S,S/M
179,87,XL/XXL,XXL/XXXL
164,65,XS/S,S/M
171,65,XS/S,S/M
156,63,XS/S,S/M
165,64,XS/S,S/M
167,69,S/M,M/L
159,83,XL/XXL,XXL/XXXL
169,96,XL/XXL,XXL/XXXL
170,93,XL/XXL,XXL/XXXL
156,48,XXS,XXS
155,53,XXS,XXS
164,62,XS/S,S/M
162,51,XXS/XS,XXS/XS
156,65,XS/S,S/M
150,58,XXS/XS,XXS/XS
161,65,XS/S,S/M
166,67,S/M,M/L
163,71,M/L,L/XL
